x1,x2,y
-0.6255306348382373,2.388710938669687,1
-2.492359540658006,0.9608852310122837,1
-0.3995341246121823,-0.8402713508943568,0
-0.9292544097139457,-0.11455229238177722,0
0.013342983321756728,-0.806416708343791,0
0.3260422017753095,-0.8389283496333614,0
-0.9516553248385687,-2.238816476072042,1
0.009858706348247575,0.9177954163001482,0
-0.47650380657386415,-0.13439148603440404,0
-0.8847317052402301,0.7173755539647403,0
-2.2996767692991074,-0.9197393526556501,1
-2.2096263711428867,0.7453130822711528,1
-1.6760924032391245,1.548315285595157,1
-0.07808559265623463,0.6764395257104823,0
-0.5778584030102345,2.395699380928354,1
-2.3791883754887944,-0.8944826972737365,1
0.9559070238599492,2.260314185396561,1
0.42898870018992574,-0.7704521814257245,0
0.5179078799857355,-0.20507226272068313,0
2.1990233813286717,0.7037284478295128,1
0.8751849921966747,-2.1907216359691137,1
-2.2150835852382906,0.5759456058708299,1
-1.1039304566568402,2.3184317137472465,1
0.4666275356597682,-2.261023157012434,1
-1.1666505322912073,2.0245935312957557,1
-1.5399241914573365,-1.7718469773936583,1
1.7936552766076148,1.7894089410072758,1
0.30864101580927067,0.09518634000548533,0
2.1383212195084385,1.0023911708253792,1
-1.1967949071840653,-2.01745798007261,1
0.197624157322705,0.7659626202700511,0
-2.105414118323466,-1.2333023837390298,1
-0.8048958389001493,-0.16164343299871656,0
-0.587898430405787,0.8335364085789418,0
0.22066641565543912,0.7251540270251292,0
0.7778269877455883,2.1518173963207805,1
0.44225192004583097,0.6092313417787198,0
0.7513236277608221,2.3411480816411885,1
0.8481981844262042,-0.11613299007377267,0
0.18545490472756185,2.4190009722827654,1
-1.736230802276746,1.6191256658285889,1
-0.4578622893722394,-0.45461518038833826,0
-1.8597278949063905,-1.3578458082439626,1
0.07773921655975957,-2.466511923928566,1
-0.08820246986838444,0.08482540050848567,0
-1.783318210265639,-1.5092214817405458,1
0.36134818695439164,2.263513374839939,1
0.35283546368538987,-0.23312051082254348,0
-0.1986391296326552,0.4925133040888502,0
0.8229388168567532,0.34655935238265206,0
0.029839601256467795,-0.9507476429224433,0
-0.14415646502851928,-0.0012933774539940388,0
-0.7158218760708278,-2.409469534404172,1
-0.6417631177700822,-0.027607891050536626,0
2.548395053293152,0.47155688090369957,1
-0.03383957666938436,0.3825792324494793,0
-0.33925070261795265,0.5564311222765315,0
-0.8662717164813178,0.6898691385847842,0
0.9174049980413645,-2.2630897199026347,1
1.2764578876243609,2.188594622592357,1
-0.26724554835331493,0.6156879412387694,0
-2.3264848081107616,0.512823682798173,1
-0.660615700017063,2.1535366817663317,1
-0.010558748990697819,0.8154307669344855,0
1.6913307859874596,-1.4990029129235505,1
-0.013027972732659342,0.8595802077923206,0
-0.6066862960080198,-0.023126523371102447,0
0.15942441874459629,-0.9572989036757836,0
1.7194263682099133,1.5925275208692862,1
-0.726457496622709,-0.18941252768929712,0
-0.7124799957220256,-0.12135036575590642,0
2.349943670852546,-0.2074877006731887,1
-2.2966005639011113,-0.022084685346355076,1
-0.9777533124254932,-0.42891448419902684,0
0.5047127553137102,-0.9299363753311527,0
1.6345997105036671,-1.6693748040462344,1
-1.939531212242473,-1.5712901347459665,1
0.373201070613945,0.2721817118195747,0
1.3309578050593893,-2.1352616219933185,1
-0.18597131839673894,-2.2853141708708953,1
-0.7401625695343168,0.25861787116627694,0
0.11062586445774521,0.333737471982033,0
0.1695549555742742,-0.16172845164818583,0
0.9053856460235352,0.18253411205532766,0
-0.723311610734412,-0.7075917127930749,0
-2.3262192794080305,-0.9395804188975545,1
-0.4464917208810057,-0.3246837834137391,0
-0.13770936307699844,-2.3925426340161264,1
-0.6781004774334722,0.048654588433791515,0
-2.2008325076632365,-1.0888652946580808,1
1.4199865443571595,-1.975554174776449,1
0.5538900221125097,0.7206885601402127,0
0.9933810204509222,-2.124542701353034,1
2.3074469796757766,1.0664663010315778,1
0.9461110502503384,-0.5197824327886832,0
0.11664734238237492,2.5303071110115285,1
-0.6029892439394697,-0.7743238442587039,0
-1.7399869659960032,1.697652036937375,1
0.6462681104411152,-0.2519091243248558,0
-0.5928932566355488,-0.47389041793729003,0
-1.534995574872503,2.001655110852933,1
-0.8436282681794234,-0.6296406325903274,0
-2.24635183952115,-0.6556931878197141,1
0.06101917464801178,-0.25600221292127845,0
-1.9253245290002787,-1.3228752483322432,1
2.0098738416077535,-1.15347611886297,1
-1.6305281232795865,1.8431478453385552,1
2.3627782357335083,-0.2668887831013163,1
-0.6062448101732222,0.34339972949864017,0
-0.9612851491813701,0.13948700452837723,0
1.1162061662818477,0.008038875845567308,0
0.28675504591531625,0.44122587621251,0
1.7047138383381728,-1.4331981224795098,1
0.5259953455247502,-0.20763195121028505,0
1.918909877280674,1.1690175168948058,1
-1.7593959603656113,-1.7970776931234285,1
0.7342212621330731,-0.11813100303986394,0
-0.02526194285959921,-0.7399844863209528,0
-0.8464702958964773,2.2744684883304305,1
0.714577859329696,0.19839382379658071,0
0.8141511798747498,0.5295254184300611,0
-0.835153844721479,-0.4972370216080198,0
2.2995183399649166,0.8879347421566165,1
-0.24741723961316006,-2.356268522278098,1
-0.2540791487000878,-2.329523692759416,1
-0.5430264323506296,-2.1165756934413973,1
-0.006121326238165576,-2.3068153467845613,1
0.5653781531968255,0.6886946591924364,0
0.8670684475733051,0.10840728089870358,0
-0.3933849860791153,0.6175605437683541,0
1.6095092523970878,-1.898308245285411,1
-1.4156754662849587,-1.83764209772573,1
-0.9137612072243533,-0.09303065438750861,0
2.4312355627081477,-0.3544695607804057,1
-0.6871006744689274,0.26819456668291014,0
0.44538335364327286,0.10019637533880481,0
-1.386145625052447,1.866958717344122,1
-0.07426508471218377,1.0362003304992955,0
2.270516884002184,0.022941272455974576,1
-2.431782589727073,0.3840797796127542,1
-0.8283332171256037,-2.289621436546835,1
0.13709643631133486,0.45522722278382743,0
0.9813559434013878,0.1561546421017434,0
-0.990166156239125,0.3857359939250318,0
-1.102493324059946,-0.008244524917509799,0
-1.667642015403578,1.628176007903604,1
-1.8306823346523453,1.4973056802288491,1
0.2407166034974542,0.1360557138039973,0
-0.29914422020746473,0.19856302855547397,0
0.6884823620647248,-0.9137426547189834,0
-0.1950458215297237,-2.2589766699542695,1
0.7771983274937543,-0.1694522323757765,0
1.3858367867100552,-2.0832252817749177,1
0.10956184428784231,0.0857339290562111,0
2.3754275554297393,0.0839070480872261,1
-0.46901963848735695,-0.593958578966181,0
-0.0023618342660524983,-0.9171793681719922,0
-2.1345029924109995,0.9284394317534514,1
-1.0896740142524164,0.14684581352093506,0
2.286597859241158,-0.9000158575005789,1
-0.12455180296996285,0.8668974263964918,0
-0.4416676891887764,0.9615620409429695,0
0.7200905483517275,-2.379506084026969,1
-0.10243600306438452,2.287558292507568,1
-2.292187886748432,0.8057301168609234,1
2.4599266115560616,-0.06076132614934887,1
1.5048464981643273,-1.5751303773671257,1
-0.06853297837213596,0.2468646178202329,0
-2.4045224258096276,0.4231505224173163,1
0.6958697476828837,2.3963096054380695,1
